,companynames,rating,reviews,location,size,industry,revenue,benefit_ratings,Health_Insurance,Dental_Insurance,FSA,Vision_iInsurance,HSA,Life_Insurance,SLI,Disability_Insurance,Mental_Health_Care,Retiree_Health,Dismemberment_Insurance,Pension_Plan,Retirement_Plan,Employee_Stock,Performance_Bonus,Stock_Options,Equity_Incentive,Supplemental_Workers,Charitable_Gift,Maternity_Leave,Work_From_Home,Fertility_Assistance,Dependent_Care,Adoption_Assistance,Childcare,Flexible_Hours,Military_Leave,Family_Medical_Leave,Paid_Holiday,Paid_time_off,Sick_Days,Volunteer_Time_Off,Sabbatical,Employee_Discount,Free_Lunch_Snacks,Employee_Assistance,Gym_Membership,Commuter_Checks,Pet_Friendly,Mobile_Discount,Company_Car,Company_Social_Events,Travel_Concierge,Legal_Assistance,Diversity_Program,Job_Training,Apprenticeship,Tuition_Assistance,Accident_Insurance,Health_Care_On_Site,retire_401K,Unpaid_Extended_Leave,Bereavement_Leave,Professional_Development,sum,location_state,US
352,State Street,3.1,4200,"Boston, MA",Size10000+ employees,Industry Investment Banking & Asset Management,Revenue $10+ billion (USD) per year,3.5,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,35,MA,1
353,Steak n Shake,2.5,1300,"San Antonio, TX",Size10000+ employees,Industry Casual Restaurants,Revenue $500 million to $1 billion (USD) per year,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,TX,1
354,Stryker,3.8,2100,"Portage, MI",Size10000+ employees,Industry Health Care Products Manufacturing,Revenue $5 to $10 billion (USD) per year,4.1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,31,MI,1
355,Sunrise Senior Living,3.3,1200,"McLean, VA",Size10000+ employees,Industry Health Care Services & Hospitals,Revenue $1 to $2 billion (USD) per year,3.1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,22,VA,1
356,Sutherland,3.2,2700,"Pittsford, NY",Size10000+ employees,Industry Staffing & Outsourcing,Revenue $1 to $2 billion (USD) per year,2.6,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,20,NY,1
357,Synopsys,3.8,1400,"Mountain View, CA",Size10000+ employees,Industry Computer Hardware & Software,Revenue $2 to $5 billion (USD) per year,3.5,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,35,CA,1
358,Sysco,3.3,1700,"Houston, TX",Size10000+ employees,Industry Wholesale,Revenue $10+ billion (USD) per year,3.8,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,37,TX,1
359,T-Mobile,4.0,7500,"Bellevue, WA",Size10000+ employees,Industry Telecommunications Services,Revenue $10+ billion (USD) per year,4.4,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,37,WA,1
360,TD,3.7,7900,"Toronto, Canada",Size10000+ employees,Industry Banks & Credit Unions,Revenue $10+ billion (USD) per year,3.8,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,31,Canada,0
361,TD Ameritrade,3.6,1200,"Omaha, NE",Size10000+ employees,Industry Brokerage Services,Revenue $2 to $5 billion (USD) per year,3.8,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,34,NE,1
362,TE Connectivity,3.5,1200,"Schaffhausen, Switzerland",Size10000+ employees,Industry Electrical & Electronic Manufacturing,Revenue $10+ billion (USD) per year,3.7,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,19,Switzerland,0
363,TIBCO Software,3.6,1000,"Palo Alto, CA",Size1001 to 5000 employees,Industry Computer Hardware & Software,Revenue $1 to $2 billion (USD) per year,3.9,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,26,CA,1
364,TJX Companies,3.5,1900,"Framingham, MA",Size10000+ employees,"Industry Department, Clothing, & Shoe Stores",Revenue $10+ billion (USD) per year,3.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,MA,1
365,TTEC,3.4,3000,"Englewood, CO",Size10000+ employees,Industry Staffing & Outsourcing,Revenue $1 to $2 billion (USD) per year,2.9,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,26,CO,1
366,Teleperformance,3.3,5100,"Paris, France",Size10000+ employees,Industry Research & Development,Revenue $2 to $5 billion (USD) per year,2.5,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,17,France,0
367,Teradata,3.1,1400,"San Diego, CA",Size10000+ employees,Industry Computer Hardware & Software,Revenue $2 to $5 billion (USD) per year,3.7,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,26,CA,1
368,Teva Pharmaceuticals,3.2,1100,"Petah Tikva, Israel",Size10000+ employees,Industry Biotech & Pharmaceuticals,Revenue $10+ billion (USD) per year,4.0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,27,Israel,0
369,Texas A&M University,4.3,2100,"College Station, TX",Size10000+ employees,Industry Colleges & Universities,Revenue Unknown / Non-Applicable,3.9,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,37,TX,1
370,Texas Instruments,4.0,2600,"Dallas, TX",Size10000+ employees,Industry Electrical & Electronic Manufacturing,Revenue $10+ billion (USD) per year,4.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,36,TX,1
371,Texas Roadhouse,3.8,1800,"Louisville, KY",Size10000+ employees,Industry Casual Restaurants,Revenue $1 to $2 billion (USD) per year,2.8,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,33,KY,1
372,Thales,3.2,1600,"Nanterre, France",Size10000+ employees,Industry Aerospace & Defense,Revenue $10+ billion (USD) per year,4.2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,14,France,0
373,The Coca-Cola Company,3.6,4900,"Atlanta, GA",Size10000+ employees,Industry Food & Beverage Manufacturing,Revenue $10+ billion (USD) per year,3.9,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,18,GA,1
374,The Fresh Market,2.3,1600,"Greensboro, NC",Size10000+ employees,Industry Grocery Stores & Supermarkets,Revenue $1 to $2 billion (USD) per year,2.7,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,22,NC,1
375,The Hartford,3.7,1800,"Hartford, CT",Size10000+ employees,Industry Insurance Carriers,Revenue $10+ billion (USD) per year,3.8,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,41,CT,1
376,The MENTOR Network,2.4,1000,"Boston, MA",Size10000+ employees,Industry Health Care Services & Hospitals,Revenue Unknown / Non-Applicable,2.3,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,21,MA,1
377,Thermo Fisher Scientific,3.3,2800,"Waltham, MA",Size10000+ employees,Industry Biotech & Pharmaceuticals,Revenue $10+ billion (USD) per year,3.7,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,44,MA,1
378,Thomson Reuters,3.8,8000,"Toronto, Canada",Size10000+ employees,Industry Enterprise Software & Network Solutions,Revenue $10+ billion (USD) per year,3.7,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,42,Canada,0
379,Total Quality Logistics,3.9,2200,"Cincinnati, OH",Size1001 to 5000 employees,Industry Transportation Management,Revenue $2 to $5 billion (USD) per year,3.7,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,30,OH,1
380,Tractor Supply,3.0,1200,"Brentwood, TN",Size10000+ employees,Industry Home Centers & Hardware Stores,Revenue $5 to $10 billion (USD) per year,3.4,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,17,TN,1
381,Travelers,3.9,2400,"Hartford, CT",Size10000+ employees,Industry Insurance Carriers,Revenue $10+ billion (USD) per year,4.3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,44,CT,1
382,U.S. Cellular,3.4,1400,"Chicago, IL",Size5001 to 10000 employees,"Industry Cable, Internet & Telephone Providers",Revenue $2 to $5 billion (USD) per year,4.3,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,26,IL,1
383,UPMC,3.4,1400,"Pittsburgh, PA",Size10000+ employees,Industry Health Care Services & Hospitals,Revenue $10+ billion (USD) per year,3.7,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,15,PA,1
384,US Department of Veterans Affairs,3.4,3900,"Washington, DC",Size10000+ employees,Industry Federal Agencies,Revenue Unknown / Non-Applicable,4.1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,22,DC,1
385,US Foods,3.2,1300,"Rosemont, IL",Size10000+ employees,Industry Wholesale,Revenue $10+ billion (USD) per year,3.8,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,30,IL,1
386,US Postal Service,2.9,6500,"Washington, DC",Size10000+ employees,Industry Logistics & Supply Chain,Revenue $10+ billion (USD) per year,3.0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,28,DC,1
387,USAA,3.6,2700,"San Antonio, TX",Size10000+ employees,Industry Insurance Carriers,Revenue $10+ billion (USD) per year,4.5,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,21,TX,1
388,UST Global,3.7,2000,"Aliso Viejo, CA",Size10000+ employees,Industry IT Services,Revenue $1 to $2 billion (USD) per year,3.1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,1,24,CA,1
389,Uber,4.2,6700,"San Francisco, CA",Size10000+ employees,Industry Computer Hardware & Software,Revenue Unknown / Non-Applicable,3.0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,21,CA,1
390,Ulta Beauty,3.2,4200,"Bolingbrook, IL",Size10000+ employees,Industry Beauty & Personal Accessories Stores,Revenue $5 to $10 billion (USD) per year,3.3,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,27,IL,1
391,Ultimate Software,4.6,1000,"Weston, FL",Size5001 to 10000 employees,Industry Enterprise Software & Network Solutions,Revenue $500 million to $1 billion (USD) per year,4.9,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,30,FL,1
392,UniFirst,3.6,1100,"Wilmington, MA",Size10000+ employees,Industry Laundry & Dry Cleaning,Revenue $1 to $2 billion (USD) per year,3.7,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,17,MA,1
393,United Airlines,3.9,2600,"Chicago, IL",Size10000+ employees,Industry Airlines,Revenue $10+ billion (USD) per year,4.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,35,IL,1
394,UnitedHealth Group,3.3,9500,"Minnetonka, MN",Size10000+ employees,Industry Health Care Services & Hospitals,Revenue $10+ billion (USD) per year,3.1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,26,MN,1
395,University of Phoenix,3.1,1800,"Phoenix, AZ",Size1001 to 5000 employees,Industry Colleges & Universities,Revenue $100 to $500 million (USD) per year,3.6,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,1,23,AZ,1
396,University of Pittsburgh,4.2,1200,"Pittsburgh, PA",Size10000+ employees,Industry Colleges & Universities,Revenue Less than $1 million (USD) per year,4.2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,35,PA,1
397,University of Southern California,4.2,2000,"Los Angeles, CA",Size10000+ employees,Industry Colleges & Universities,Revenue $2 to $5 billion (USD) per year,4.2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,26,CA,1
398,University of Utah,4.1,1200,"Salt Lake City, UT",Size10000+ employees,Industry Colleges & Universities,Revenue $2 to $5 billion (USD) per year,4.3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,35,UT,1
399,University of Wisconsin-Madison,4.3,1300,"Madison, WI",Size10000+ employees,Industry Colleges & Universities,Revenue Unknown / Non-Applicable,4.0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,WI,1
400,VIPKID,4.3,1300,"San Francisco, CA",Size5001 to 10000 employees,Industry K-12 Education,Revenue Unknown / Non-Applicable,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,CA,1
401,VMware,4.2,4500,"Palo Alto, CA",Size10000+ employees,Industry Computer Hardware & Software,Revenue $5 to $10 billion (USD) per year,4.3,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,45,CA,1
402,Vanguard,3.2,2300,"Malvern, PA",Size10000+ employees,Industry Investment Banking & Asset Management,Revenue Unknown / Non-Applicable,4.2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,37,PA,1
403,Varsity Tutors,4.3,1200,"Saint Louis, MO",Size201 to 500 employees,Industry Internet,Revenue Unknown / Non-Applicable,2.8,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,26,MO,1
404,Vector Marketing,4.2,2600,"Olean, NY",Size201 to 500 employees,Industry Advertising & Marketing,Revenue $100 to $500 million (USD) per year,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,NY,1
405,Verizon,3.6,19000,"New York, NY",Size10000+ employees,Industry Enterprise Software & Network Solutions,Revenue $10+ billion (USD) per year,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NY,1
406,Viacom,3.3,1800,"New York, NY",Size5001 to 10000 employees,Industry Motion Picture Production & Distribution,Revenue $10+ billion (USD) per year,4.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,43,NY,1
407,Vivint Smart Home,3.5,1300,"Provo, UT",Size10000+ employees,Industry Consumer Product Rental,Revenue $500 million to $1 billion (USD) per year,2.9,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,21,UT,1
408,Waffle House,3.4,1400,"Norcross, GA",Size10000+ employees,Industry Casual Restaurants,Revenue $1 to $2 billion (USD) per year,3.4,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,21,GA,1
409,Walgreens,3.0,14000,"Deerfield, IL",Size10000+ employees,Industry Drug & Health Stores,Revenue $10+ billion (USD) per year,3.3,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,29,IL,1
410,Waste Management,3.3,1600,"Houston, TX",Size10000+ employees,Industry Unknown,Revenue $10+ billion (USD) per year,4.0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,34,TX,1
411,Wawa,3.7,1300,"Media, PA",Size10000+ employees,Industry Food & Beverage Stores,Revenue $5 to $10 billion (USD) per year,4.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,1,26,PA,1
412,Wayfair,3.4,1400,"Boston, MA",Size5001 to 10000 employees,Industry Home Furniture & Housewares Stores,Revenue $2 to $5 billion (USD) per year,3.8,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,33,MA,1
413,Weatherford,3.0,1300,"Houston, TX",Size10000+ employees,Industry Oil & Gas Services,Revenue $10+ billion (USD) per year,3.7,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,17,TX,1
414,Wegmans Food Markets,4.0,2000,"Rochester, NY",Size10000+ employees,Industry Grocery Stores & Supermarkets,Revenue $5 to $10 billion (USD) per year,4.0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,NY,1
415,West Corporation,3.2,1300,"Omaha, NE",Size10000+ employees,Industry IT Services,Revenue $2 to $5 billion (USD) per year,3.4,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,25,NE,1
416,Western Digital,3.3,1200,"San Jose, CA",Size10000+ employees,Industry Computer Hardware & Software,Revenue $10+ billion (USD) per year,3.1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,27,CA,1
417,Whirlpool Corporation,3.8,1800,"Benton Harbor, MI",Size10000+ employees,Industry Consumer Products Manufacturing,Revenue $10+ billion (USD) per year,3.6,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,27,MI,1
418,Williams-Sonoma,2.6,1800,"San Francisco, CA",Size10000+ employees,Industry Home Furniture & Housewares Stores,Revenue $5 to $10 billion (USD) per year,3.1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,30,CA,1
419,Windstream,2.8,1300,"Little Rock, AR",Size10000+ employees,Industry Telecommunications Services,Revenue $5 to $10 billion (USD) per year,2.7,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,29,AR,1
420,Wolters Kluwer,3.1,1800,"Alphen aan den Rijn, Netherlands",Size10000+ employees,Industry Consulting,Revenue $2 to $5 billion (USD) per year,3.8,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,21,Netherlands,0
421,Workday,3.9,1100,"Pleasanton, CA",Size5001 to 10000 employees,Industry Computer Hardware & Software,Revenue $1 to $2 billion (USD) per year,4.0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,1,35,CA,1
422,Wyndham Destinations,3.3,1000,"Orlando, FL",Size10000+ employees,"Industry Hotels, Motels, & Resorts",Revenue $2 to $5 billion (USD) per year,4.1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,22,FL,1
423,XPO Logistics,3.7,2300,"Greenwich, CT",Size10000+ employees,Industry Transportation Management,Revenue $10+ billion (USD) per year,3.1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,13,CT,1
